#=====================================================
#
# 起伏地面の情報[Elevation.txt]
# Author：小原立暉
#
#=====================================================
#=====================================================
# 起伏地面の設定
#=====================================================
SET_ELEVATION
	POS = 0.00 0.00 0.00
	ROT = 0.00 0.00 0.00
	SIZE = 10000.00 10000.00
	WIDTH = 50
	DEPTH = 50
	TEXTURE = data\TEXTURE\GrassLand.png
	ELEV = 
		-25000.00 -90.00 13000.00  -24000.00 -249.00 13000.00  -23000.00 -249.00 13000.00  -22000.00 -159.00 13000.00  -21000.00 -219.00 13000.00  -20000.00 -177.00 13000.00  -19000.00 -177.00 13000.00  -18000.00 -87.00 13000.00  -17000.00 -81.00 13000.00  -16000.00 -93.00 13000.00  -15000.00 -147.00 13000.00  -14000.00 -270.00 13000.00  -13000.00 -303.00 13000.00  -12000.00 -225.00 13000.00  -11000.00 -180.00 13000.00  -10000.00 -177.00 13000.00  -9000.00 -117.00 13000.00  -8000.00 -168.00 13000.00  -7000.00 -222.00 13000.00  -6000.00 -339.00 13000.00  -5000.00 -279.00 13000.00  -4000.00 -345.00 13000.00  -3000.00 -282.00 13000.00  -2000.00 -219.00 13000.00  -1000.00 -144.00 13000.00  0.00 -198.00 13000.00  1000.00 -255.00 13000.00  2000.00 -225.00 13000.00  3000.00 -351.00 13000.00  4000.00 -393.00 13000.00  5000.00 -495.00 13000.00  6000.00 -471.00 13000.00  7000.00 -450.00 13000.00  8000.00 -321.00 13000.00  9000.00 -204.00 13000.00  10000.00 -162.00 13000.00  11000.00 -219.00 13000.00  12000.00 -330.00 13000.00  13000.00 -333.00 13000.00  14000.00 -288.00 13000.00  15000.00 -267.00 13000.00  16000.00 -276.00 13000.00  17000.00 -177.00 13000.00  18000.00 -156.00 13000.00  19000.00 -114.00 13000.00  20000.00 -411.00 13000.00  21000.00 -537.00 13000.00  22000.00 -531.00 13000.00  23000.00 -312.00 13000.00  24000.00 -150.00 13000.00  25000.00 -111.00 13000.00  
		-25000.00 -237.00 12000.00  -24000.00 -384.00 12000.00  -23000.00 -399.00 12000.00  -22000.00 -162.00 12000.00  -21000.00 -75.00 12000.00  -20000.00 -75.00 12000.00  -19000.00 -138.00 12000.00  -18000.00 -117.00 12000.00  -17000.00 -159.00 12000.00  -16000.00 -93.00 12000.00  -15000.00 -96.00 12000.00  -14000.00 -168.00 12000.00  -13000.00 -198.00 12000.00  -12000.00 -192.00 12000.00  -11000.00 -171.00 12000.00  -10000.00 -228.00 12000.00  -9000.00 -147.00 12000.00  -8000.00 -336.00 12000.00  -7000.00 -321.00 12000.00  -6000.00 -354.00 12000.00  -5000.00 -213.00 12000.00  -4000.00 -204.00 12000.00  -3000.00 -135.00 12000.00  -2000.00 -93.00 12000.00  -1000.00 -207.00 12000.00  0.00 -207.00 12000.00  1000.00 -303.00 12000.00  2000.00 -171.00 12000.00  3000.00 -330.00 12000.00  4000.00 -333.00 12000.00  5000.00 -423.00 12000.00  6000.00 -525.00 12000.00  7000.00 -504.00 12000.00  8000.00 -372.00 12000.00  9000.00 -204.00 12000.00  10000.00 -261.00 12000.00  11000.00 -402.00 12000.00  12000.00 -465.00 12000.00  13000.00 -414.00 12000.00  14000.00 -336.00 12000.00  15000.00 -324.00 12000.00  16000.00 -261.00 12000.00  17000.00 -81.00 12000.00  18000.00 -111.00 12000.00  19000.00 -123.00 12000.00  20000.00 -390.00 12000.00  21000.00 -462.00 12000.00  22000.00 -468.00 12000.00  23000.00 -300.00 12000.00  24000.00 -171.00 12000.00  25000.00 -165.00 12000.00  
		-25000.00 -162.00 11000.00  -24000.00 -255.00 11000.00  -23000.00 -318.00 11000.00  -22000.00 -156.00 11000.00  -21000.00 -153.00 11000.00  -20000.00 -120.00 11000.00  -19000.00 -156.00 11000.00  -18000.00 -114.00 11000.00  -17000.00 -114.00 11000.00  -16000.00 -204.00 11000.00  -15000.00 -168.00 11000.00  -14000.00 -258.00 11000.00  -13000.00 -132.00 11000.00  -12000.00 -207.00 11000.00  -11000.00 -171.00 11000.00  -10000.00 -276.00 11000.00  -9000.00 -237.00 11000.00  -8000.00 -366.00 11000.00  -7000.00 -246.00 11000.00  -6000.00 -123.00 11000.00  -5000.00 -99.00 11000.00  -4000.00 -84.00 11000.00  -3000.00 -66.00 11000.00  -2000.00 -24.00 11000.00  -1000.00 -177.00 11000.00  0.00 -177.00 11000.00  1000.00 -294.00 11000.00  2000.00 -177.00 11000.00  3000.00 -360.00 11000.00  4000.00 -330.00 11000.00  5000.00 -318.00 11000.00  6000.00 -402.00 11000.00  7000.00 -378.00 11000.00  8000.00 -225.00 11000.00  9000.00 -96.00 11000.00  10000.00 -141.00 11000.00  11000.00 -267.00 11000.00  12000.00 -288.00 11000.00  13000.00 -252.00 11000.00  14000.00 -222.00 11000.00  15000.00 -348.00 11000.00  16000.00 -417.00 11000.00  17000.00 -255.00 11000.00  18000.00 -228.00 11000.00  19000.00 -183.00 11000.00  20000.00 -288.00 11000.00  21000.00 -300.00 11000.00  22000.00 -306.00 11000.00  23000.00 -102.00 11000.00  24000.00 -54.00 11000.00  25000.00 -54.00 11000.00  
		-25000.00 -159.00 10000.00  -24000.00 -222.00 10000.00  -23000.00 -330.00 10000.00  -22000.00 -171.00 10000.00  -21000.00 -225.00 10000.00  -20000.00 -192.00 10000.00  -19000.00 -183.00 10000.00  -18000.00 -141.00 10000.00  -17000.00 -183.00 10000.00  -16000.00 -294.00 10000.00  -15000.00 -231.00 10000.00  -14000.00 -285.00 10000.00  -13000.00 -126.00 10000.00  -12000.00 -333.00 10000.00  -11000.00 -324.00 10000.00  -10000.00 -378.00 10000.00  -9000.00 -279.00 10000.00  -8000.00 -336.00 10000.00  -7000.00 -258.00 10000.00  -6000.00 -72.00 10000.00  -5000.00 -9.00 10000.00  -4000.00 -21.00 10000.00  -3000.00 -63.00 10000.00  -2000.00 -63.00 10000.00  -1000.00 -117.00 10000.00  0.00 -180.00 10000.00  1000.00 -321.00 10000.00  2000.00 -255.00 10000.00  3000.00 -228.00 10000.00  4000.00 -174.00 10000.00  5000.00 -123.00 10000.00  6000.00 -219.00 10000.00  7000.00 -195.00 10000.00  8000.00 -246.00 10000.00  9000.00 -246.00 10000.00  10000.00 -171.00 10000.00  11000.00 -117.00 10000.00  12000.00 -147.00 10000.00  13000.00 -267.00 10000.00  14000.00 -303.00 10000.00  15000.00 -333.00 10000.00  16000.00 -354.00 10000.00  17000.00 -210.00 10000.00  18000.00 -141.00 10000.00  19000.00 -96.00 10000.00  20000.00 -114.00 10000.00  21000.00 -180.00 10000.00  22000.00 -192.00 10000.00  23000.00 -156.00 10000.00  24000.00 -54.00 10000.00  25000.00 -54.00 10000.00  
		-25000.00 0.00 9000.00  -24000.00 -21.00 9000.00  -23000.00 -180.00 9000.00  -22000.00 -240.00 9000.00  -21000.00 -297.00 9000.00  -20000.00 -264.00 9000.00  -19000.00 -69.00 9000.00  -18000.00 -78.00 9000.00  -17000.00 -120.00 9000.00  -16000.00 -366.00 9000.00  -15000.00 -288.00 9000.00  -14000.00 -285.00 9000.00  -13000.00 -27.00 9000.00  -12000.00 -159.00 9000.00  -11000.00 -207.00 9000.00  -10000.00 -246.00 9000.00  -9000.00 -168.00 9000.00  -8000.00 -102.00 9000.00  -7000.00 -72.00 9000.00  -6000.00 -54.00 9000.00  -5000.00 -225.00 9000.00  -4000.00 -291.00 9000.00  -3000.00 -249.00 9000.00  -2000.00 -192.00 9000.00  -1000.00 -90.00 9000.00  0.00 -210.00 9000.00  1000.00 -363.00 9000.00  2000.00 -318.00 9000.00  3000.00 -237.00 9000.00  4000.00 -174.00 9000.00  5000.00 -186.00 9000.00  6000.00 -246.00 9000.00  7000.00 -213.00 9000.00  8000.00 -339.00 9000.00  9000.00 -387.00 9000.00  10000.00 -348.00 9000.00  11000.00 -141.00 9000.00  12000.00 -108.00 9000.00  13000.00 -186.00 9000.00  14000.00 -261.00 9000.00  15000.00 -204.00 9000.00  16000.00 -252.00 9000.00  17000.00 -324.00 9000.00  18000.00 -255.00 9000.00  19000.00 -204.00 9000.00  20000.00 -138.00 9000.00  21000.00 -222.00 9000.00  22000.00 -243.00 9000.00  23000.00 -216.00 9000.00  24000.00 -102.00 9000.00  25000.00 -75.00 9000.00  
		-25000.00 -105.00 8000.00  -24000.00 -150.00 8000.00  -23000.00 -261.00 8000.00  -22000.00 -225.00 8000.00  -21000.00 -243.00 8000.00  -20000.00 -243.00 8000.00  -19000.00 -75.00 8000.00  -18000.00 -153.00 8000.00  -17000.00 -195.00 8000.00  -16000.00 -324.00 8000.00  -15000.00 -234.00 8000.00  -14000.00 -234.00 8000.00  -13000.00 -207.00 8000.00  -12000.00 -195.00 8000.00  -11000.00 -222.00 8000.00  -10000.00 -135.00 8000.00  -9000.00 -93.00 8000.00  -8000.00 -48.00 8000.00  -7000.00 0.00 8000.00  -6000.00 -108.00 8000.00  -5000.00 -315.00 8000.00  -4000.00 -435.00 8000.00  -3000.00 -372.00 8000.00  -2000.00 -327.00 8000.00  -1000.00 -153.00 8000.00  0.00 -210.00 8000.00  1000.00 -396.00 8000.00  2000.00 -306.00 8000.00  3000.00 -252.00 8000.00  4000.00 -48.00 8000.00  5000.00 -111.00 8000.00  6000.00 -216.00 8000.00  7000.00 -252.00 8000.00  8000.00 -348.00 8000.00  9000.00 -312.00 8000.00  10000.00 -261.00 8000.00  11000.00 -123.00 8000.00  12000.00 -60.00 8000.00  13000.00 -285.00 8000.00  14000.00 -285.00 8000.00  15000.00 -225.00 8000.00  16000.00 -30.00 8000.00  17000.00 -186.00 8000.00  18000.00 -186.00 8000.00  19000.00 -168.00 8000.00  20000.00 -204.00 8000.00  21000.00 -288.00 8000.00  22000.00 -333.00 8000.00  23000.00 -321.00 8000.00  24000.00 -159.00 8000.00  25000.00 -132.00 8000.00  
		-25000.00 -222.00 7000.00  -24000.00 -312.00 7000.00  -23000.00 -252.00 7000.00  -22000.00 -216.00 7000.00  -21000.00 -243.00 7000.00  -20000.00 -318.00 7000.00  -19000.00 -237.00 7000.00  -18000.00 -267.00 7000.00  -17000.00 -192.00 7000.00  -16000.00 -237.00 7000.00  -15000.00 -225.00 7000.00  -14000.00 -303.00 7000.00  -13000.00 -282.00 7000.00  -12000.00 -246.00 7000.00  -11000.00 -231.00 7000.00  -10000.00 -171.00 7000.00  -9000.00 -129.00 7000.00  -8000.00 -96.00 7000.00  -7000.00 -48.00 7000.00  -6000.00 -210.00 7000.00  -5000.00 -234.00 7000.00  -4000.00 -207.00 7000.00  -3000.00 -216.00 7000.00  -2000.00 -255.00 7000.00  -1000.00 -174.00 7000.00  0.00 -288.00 7000.00  1000.00 -411.00 7000.00  2000.00 -342.00 7000.00  3000.00 -333.00 7000.00  4000.00 -258.00 7000.00  5000.00 -255.00 7000.00  6000.00 -366.00 7000.00  7000.00 -405.00 7000.00  8000.00 -543.00 7000.00  9000.00 -465.00 7000.00  10000.00 -342.00 7000.00  11000.00 -186.00 7000.00  12000.00 0.00 7000.00  13000.00 -411.00 7000.00  14000.00 -411.00 7000.00  15000.00 -411.00 7000.00  16000.00 -51.00 7000.00  17000.00 -174.00 7000.00  18000.00 -276.00 7000.00  19000.00 -237.00 7000.00  20000.00 -378.00 7000.00  21000.00 -339.00 7000.00  22000.00 -498.00 7000.00  23000.00 -438.00 7000.00  24000.00 -279.00 7000.00  25000.00 -132.00 7000.00  
		-25000.00 -324.00 6000.00  -24000.00 -324.00 6000.00  -23000.00 -210.00 6000.00  -22000.00 -189.00 6000.00  -21000.00 -210.00 6000.00  -20000.00 -345.00 6000.00  -19000.00 -339.00 6000.00  -18000.00 -351.00 6000.00  -17000.00 -252.00 6000.00  -16000.00 -375.00 6000.00  -15000.00 -315.00 6000.00  -14000.00 -321.00 6000.00  -13000.00 -252.00 6000.00  -12000.00 -96.00 6000.00  -11000.00 -54.00 6000.00  -10000.00 -177.00 6000.00  -9000.00 -252.00 6000.00  -8000.00 -360.00 6000.00  -7000.00 -207.00 6000.00  -6000.00 -282.00 6000.00  -5000.00 -240.00 6000.00  -4000.00 -153.00 6000.00  -3000.00 -168.00 6000.00  -2000.00 -222.00 6000.00  -1000.00 -153.00 6000.00  0.00 -270.00 6000.00  1000.00 -282.00 6000.00  2000.00 -189.00 6000.00  3000.00 -252.00 6000.00  4000.00 -297.00 6000.00  5000.00 -231.00 6000.00  6000.00 -225.00 6000.00  7000.00 -240.00 6000.00  8000.00 -375.00 6000.00  9000.00 -282.00 6000.00  10000.00 -261.00 6000.00  11000.00 -150.00 6000.00  12000.00 0.00 6000.00  13000.00 -300.00 6000.00  14000.00 -330.00 6000.00  15000.00 -375.00 6000.00  16000.00 -162.00 6000.00  17000.00 -162.00 6000.00  18000.00 -348.00 6000.00  19000.00 -273.00 6000.00  20000.00 -468.00 6000.00  21000.00 -291.00 6000.00  22000.00 -483.00 6000.00  23000.00 -390.00 6000.00  24000.00 -231.00 6000.00  25000.00 -63.00 6000.00  
		-25000.00 -219.00 5000.00  -24000.00 -300.00 5000.00  -23000.00 -261.00 5000.00  -22000.00 -372.00 5000.00  -21000.00 -444.00 5000.00  -20000.00 -387.00 5000.00  -19000.00 -363.00 5000.00  -18000.00 -378.00 5000.00  -17000.00 -303.00 5000.00  -16000.00 -354.00 5000.00  -15000.00 -273.00 5000.00  -14000.00 -195.00 5000.00  -13000.00 -246.00 5000.00  -12000.00 -132.00 5000.00  -11000.00 -159.00 5000.00  -10000.00 -246.00 5000.00  -9000.00 -351.00 5000.00  -8000.00 -471.00 5000.00  -7000.00 -306.00 5000.00  -6000.00 -357.00 5000.00  -5000.00 -438.00 5000.00  -4000.00 -306.00 5000.00  -3000.00 -267.00 5000.00  -2000.00 -123.00 5000.00  -1000.00 -99.00 5000.00  0.00 -177.00 5000.00  1000.00 -225.00 5000.00  2000.00 -84.00 5000.00  3000.00 -249.00 5000.00  4000.00 -267.00 5000.00  5000.00 -243.00 5000.00  6000.00 -195.00 5000.00  7000.00 -222.00 5000.00  8000.00 -336.00 5000.00  9000.00 -216.00 5000.00  10000.00 -273.00 5000.00  11000.00 -171.00 5000.00  12000.00 -108.00 5000.00  13000.00 -321.00 5000.00  14000.00 -372.00 5000.00  15000.00 -351.00 5000.00  16000.00 -249.00 5000.00  17000.00 -186.00 5000.00  18000.00 -243.00 5000.00  19000.00 -144.00 5000.00  20000.00 -357.00 5000.00  21000.00 -255.00 5000.00  22000.00 -474.00 5000.00  23000.00 -510.00 5000.00  24000.00 -354.00 5000.00  25000.00 -129.00 5000.00  
		-25000.00 -219.00 4000.00  -24000.00 -267.00 4000.00  -23000.00 -228.00 4000.00  -22000.00 -339.00 4000.00  -21000.00 -426.00 4000.00  -20000.00 -309.00 4000.00  -19000.00 -264.00 4000.00  -18000.00 -243.00 4000.00  -17000.00 -213.00 4000.00  -16000.00 -339.00 4000.00  -15000.00 -270.00 4000.00  -14000.00 -219.00 4000.00  -13000.00 -276.00 4000.00  -12000.00 -162.00 4000.00  -11000.00 -186.00 4000.00  -10000.00 -198.00 4000.00  -9000.00 -228.00 4000.00  -8000.00 -180.00 4000.00  -7000.00 -141.00 4000.00  -6000.00 -225.00 4000.00  -5000.00 -366.00 4000.00  -4000.00 -345.00 4000.00  -3000.00 -258.00 4000.00  -2000.00 -93.00 4000.00  -1000.00 -114.00 4000.00  0.00 -285.00 4000.00  1000.00 -351.00 4000.00  2000.00 -102.00 4000.00  3000.00 -384.00 4000.00  4000.00 -315.00 4000.00  5000.00 -342.00 4000.00  6000.00 -132.00 4000.00  7000.00 -162.00 4000.00  8000.00 -198.00 4000.00  9000.00 -147.00 4000.00  10000.00 -204.00 4000.00  11000.00 -204.00 4000.00  12000.00 -183.00 4000.00  13000.00 -360.00 4000.00  14000.00 -381.00 4000.00  15000.00 -318.00 4000.00  16000.00 -258.00 4000.00  17000.00 -249.00 4000.00  18000.00 -264.00 4000.00  19000.00 -147.00 4000.00  20000.00 -252.00 4000.00  21000.00 -105.00 4000.00  22000.00 -222.00 4000.00  23000.00 -306.00 4000.00  24000.00 -246.00 4000.00  25000.00 -129.00 4000.00  
		-25000.00 0.00 3000.00  -24000.00 -129.00 3000.00  -23000.00 -207.00 3000.00  -22000.00 -267.00 3000.00  -21000.00 -405.00 3000.00  -20000.00 -324.00 3000.00  -19000.00 -288.00 3000.00  -18000.00 -279.00 3000.00  -17000.00 -225.00 3000.00  -16000.00 -342.00 3000.00  -15000.00 -294.00 3000.00  -14000.00 -246.00 3000.00  -13000.00 -225.00 3000.00  -12000.00 -267.00 3000.00  -11000.00 -258.00 3000.00  -10000.00 -213.00 3000.00  -9000.00 -258.00 3000.00  -8000.00 -207.00 3000.00  -7000.00 -153.00 3000.00  -6000.00 -276.00 3000.00  -5000.00 -435.00 3000.00  -4000.00 -501.00 3000.00  -3000.00 -333.00 3000.00  -2000.00 -141.00 3000.00  -1000.00 -189.00 3000.00  0.00 -285.00 3000.00  1000.00 -369.00 3000.00  2000.00 -174.00 3000.00  3000.00 -399.00 3000.00  4000.00 -306.00 3000.00  5000.00 -285.00 3000.00  6000.00 -96.00 3000.00  7000.00 -54.00 3000.00  8000.00 -96.00 3000.00  9000.00 -81.00 3000.00  10000.00 -138.00 3000.00  11000.00 -138.00 3000.00  12000.00 -276.00 3000.00  13000.00 -402.00 3000.00  14000.00 -486.00 3000.00  15000.00 -318.00 3000.00  16000.00 -264.00 3000.00  17000.00 -198.00 3000.00  18000.00 -207.00 3000.00  19000.00 -132.00 3000.00  20000.00 -249.00 3000.00  21000.00 -171.00 3000.00  22000.00 -258.00 3000.00  23000.00 -315.00 3000.00  24000.00 -216.00 3000.00  25000.00 -129.00 3000.00  
		-25000.00 0.00 2000.00  -24000.00 -36.00 2000.00  -23000.00 -117.00 2000.00  -22000.00 -219.00 2000.00  -21000.00 -396.00 2000.00  -20000.00 -507.00 2000.00  -19000.00 -384.00 2000.00  -18000.00 -339.00 2000.00  -17000.00 -249.00 2000.00  -16000.00 -396.00 2000.00  -15000.00 -366.00 2000.00  -14000.00 -300.00 2000.00  -13000.00 -186.00 2000.00  -12000.00 -225.00 2000.00  -11000.00 -249.00 2000.00  -10000.00 -165.00 2000.00  -9000.00 -285.00 2000.00  -8000.00 -276.00 2000.00  -7000.00 -246.00 2000.00  -6000.00 -204.00 2000.00  -5000.00 -282.00 2000.00  -4000.00 -339.00 2000.00  -3000.00 -192.00 2000.00  -2000.00 -291.00 2000.00  -1000.00 -417.00 2000.00  0.00 -417.00 2000.00  1000.00 -261.00 2000.00  2000.00 -150.00 2000.00  3000.00 -243.00 2000.00  4000.00 -171.00 2000.00  5000.00 -324.00 2000.00  6000.00 -270.00 2000.00  7000.00 -27.00 2000.00  8000.00 -189.00 2000.00  9000.00 -237.00 2000.00  10000.00 -282.00 2000.00  11000.00 -135.00 2000.00  12000.00 -114.00 2000.00  13000.00 -210.00 2000.00  14000.00 -273.00 2000.00  15000.00 -366.00 2000.00  16000.00 -300.00 2000.00  17000.00 -273.00 2000.00  18000.00 -165.00 2000.00  19000.00 -153.00 2000.00  20000.00 -192.00 2000.00  21000.00 -144.00 2000.00  22000.00 -171.00 2000.00  23000.00 -93.00 2000.00  24000.00 -27.00 2000.00  25000.00 0.00 2000.00  
		-25000.00 0.00 1000.00  -24000.00 -84.00 1000.00  -23000.00 -132.00 1000.00  -22000.00 -351.00 1000.00  -21000.00 -483.00 1000.00  -20000.00 -597.00 1000.00  -19000.00 -369.00 1000.00  -18000.00 -318.00 1000.00  -17000.00 -249.00 1000.00  -16000.00 -396.00 1000.00  -15000.00 -345.00 1000.00  -14000.00 -279.00 1000.00  -13000.00 -105.00 1000.00  -12000.00 -180.00 1000.00  -11000.00 -252.00 1000.00  -10000.00 -246.00 1000.00  -9000.00 -369.00 1000.00  -8000.00 -327.00 1000.00  -7000.00 -285.00 1000.00  -6000.00 -162.00 1000.00  -5000.00 -219.00 1000.00  -4000.00 -456.00 1000.00  -3000.00 -351.00 1000.00  -2000.00 -552.00 1000.00  -1000.00 -417.00 1000.00  0.00 -417.00 1000.00  1000.00 -126.00 1000.00  2000.00 0.00 1000.00  3000.00 -66.00 1000.00  4000.00 -66.00 1000.00  5000.00 -321.00 1000.00  6000.00 -324.00 1000.00  7000.00 -69.00 1000.00  8000.00 -204.00 1000.00  9000.00 -210.00 1000.00  10000.00 -282.00 1000.00  11000.00 -135.00 1000.00  12000.00 -81.00 1000.00  13000.00 -270.00 1000.00  14000.00 -396.00 1000.00  15000.00 -477.00 1000.00  16000.00 -318.00 1000.00  17000.00 -240.00 1000.00  18000.00 -234.00 1000.00  19000.00 -213.00 1000.00  20000.00 -228.00 1000.00  21000.00 -135.00 1000.00  22000.00 -186.00 1000.00  23000.00 -141.00 1000.00  24000.00 -75.00 1000.00  25000.00 -21.00 1000.00  
		-25000.00 0.00 0.00  -24000.00 -93.00 0.00  -23000.00 -141.00 0.00  -22000.00 -366.00 0.00  -21000.00 -501.00 0.00  -20000.00 -531.00 0.00  -19000.00 -357.00 0.00  -18000.00 -258.00 0.00  -17000.00 -339.00 0.00  -16000.00 -300.00 0.00  -15000.00 -207.00 0.00  -14000.00 -135.00 0.00  -13000.00 -114.00 0.00  -12000.00 -192.00 0.00  -11000.00 -186.00 0.00  -10000.00 -201.00 0.00  -9000.00 -219.00 0.00  -8000.00 -195.00 0.00  -7000.00 -204.00 0.00  -6000.00 -255.00 0.00  -5000.00 -402.00 0.00  -4000.00 -582.00 0.00  -3000.00 -447.00 0.00  -2000.00 -438.00 0.00  -1000.00 -171.00 0.00  0.00 -171.00 0.00  1000.00 -18.00 0.00  2000.00 -84.00 0.00  3000.00 -159.00 0.00  4000.00 -174.00 0.00  5000.00 -192.00 0.00  6000.00 -282.00 0.00  7000.00 -177.00 0.00  8000.00 -291.00 0.00  9000.00 -135.00 0.00  10000.00 -204.00 0.00  11000.00 -90.00 0.00  12000.00 -57.00 0.00  13000.00 -180.00 0.00  14000.00 -297.00 0.00  15000.00 -342.00 0.00  16000.00 -354.00 0.00  17000.00 -285.00 0.00  18000.00 -306.00 0.00  19000.00 -129.00 0.00  20000.00 -96.00 0.00  21000.00 -42.00 0.00  22000.00 -66.00 0.00  23000.00 -123.00 0.00  24000.00 -123.00 0.00  25000.00 -96.00 0.00  
		-25000.00 0.00 -1000.00  -24000.00 -126.00 -1000.00  -23000.00 -126.00 -1000.00  -22000.00 -351.00 -1000.00  -21000.00 -387.00 -1000.00  -20000.00 -444.00 -1000.00  -19000.00 -282.00 -1000.00  -18000.00 -141.00 -1000.00  -17000.00 -156.00 -1000.00  -16000.00 -132.00 -1000.00  -15000.00 -153.00 -1000.00  -14000.00 -216.00 -1000.00  -13000.00 -309.00 -1000.00  -12000.00 -297.00 -1000.00  -11000.00 -216.00 -1000.00  -10000.00 -219.00 -1000.00  -9000.00 -339.00 -1000.00  -8000.00 -345.00 -1000.00  -7000.00 -399.00 -1000.00  -6000.00 -351.00 -1000.00  -5000.00 -453.00 -1000.00  -4000.00 -330.00 -1000.00  -3000.00 -234.00 -1000.00  -2000.00 -297.00 -1000.00  -1000.00 -243.00 -1000.00  0.00 -243.00 -1000.00  1000.00 -159.00 -1000.00  2000.00 -225.00 -1000.00  3000.00 -264.00 -1000.00  4000.00 -186.00 -1000.00  5000.00 -210.00 -1000.00  6000.00 -363.00 -1000.00  7000.00 -330.00 -1000.00  8000.00 -591.00 -1000.00  9000.00 -408.00 -1000.00  10000.00 -417.00 -1000.00  11000.00 -135.00 -1000.00  12000.00 -132.00 -1000.00  13000.00 -57.00 -1000.00  14000.00 -198.00 -1000.00  15000.00 -168.00 -1000.00  16000.00 -312.00 -1000.00  17000.00 -207.00 -1000.00  18000.00 -282.00 -1000.00  19000.00 -162.00 -1000.00  20000.00 -129.00 -1000.00  21000.00 -54.00 -1000.00  22000.00 -51.00 -1000.00  23000.00 -225.00 -1000.00  24000.00 -225.00 -1000.00  25000.00 -198.00 -1000.00  
		-25000.00 0.00 -2000.00  -24000.00 -90.00 -2000.00  -23000.00 -150.00 -2000.00  -22000.00 -213.00 -2000.00  -21000.00 -213.00 -2000.00  -20000.00 -276.00 -2000.00  -19000.00 -288.00 -2000.00  -18000.00 -330.00 -2000.00  -17000.00 -300.00 -2000.00  -16000.00 -279.00 -2000.00  -15000.00 -267.00 -2000.00  -14000.00 -282.00 -2000.00  -13000.00 -327.00 -2000.00  -12000.00 -231.00 -2000.00  -11000.00 -228.00 -2000.00  -10000.00 -180.00 -2000.00  -9000.00 -180.00 -2000.00  -8000.00 -165.00 -2000.00  -7000.00 -327.00 -2000.00  -6000.00 -315.00 -2000.00  -5000.00 -288.00 -2000.00  -4000.00 -90.00 -2000.00  -3000.00 -33.00 -2000.00  -2000.00 -243.00 -2000.00  -1000.00 -243.00 -2000.00  0.00 -243.00 -2000.00  1000.00 -141.00 -2000.00  2000.00 -171.00 -2000.00  3000.00 -243.00 -2000.00  4000.00 -195.00 -2000.00  5000.00 -171.00 -2000.00  6000.00 -234.00 -2000.00  7000.00 -261.00 -2000.00  8000.00 -429.00 -2000.00  9000.00 -369.00 -2000.00  10000.00 -330.00 -2000.00  11000.00 -66.00 -2000.00  12000.00 -192.00 -2000.00  13000.00 -174.00 -2000.00  14000.00 -528.00 -2000.00  15000.00 -399.00 -2000.00  16000.00 -519.00 -2000.00  17000.00 -216.00 -2000.00  18000.00 -333.00 -2000.00  19000.00 -204.00 -2000.00  20000.00 -150.00 -2000.00  21000.00 -189.00 -2000.00  22000.00 -204.00 -2000.00  23000.00 -405.00 -2000.00  24000.00 -267.00 -2000.00  25000.00 -297.00 -2000.00  
		-25000.00 0.00 -3000.00  -24000.00 -69.00 -3000.00  -23000.00 -171.00 -3000.00  -22000.00 -261.00 -3000.00  -21000.00 -351.00 -3000.00  -20000.00 -402.00 -3000.00  -19000.00 -327.00 -3000.00  -18000.00 -318.00 -3000.00  -17000.00 -144.00 -3000.00  -16000.00 -201.00 -3000.00  -15000.00 -264.00 -3000.00  -14000.00 -288.00 -3000.00  -13000.00 -228.00 -3000.00  -12000.00 -96.00 -3000.00  -11000.00 -156.00 -3000.00  -10000.00 -120.00 -3000.00  -9000.00 -60.00 -3000.00  -8000.00 -45.00 -3000.00  -7000.00 -183.00 -3000.00  -6000.00 -231.00 -3000.00  -5000.00 -249.00 -3000.00  -4000.00 -240.00 -3000.00  -3000.00 -183.00 -3000.00  -2000.00 -342.00 -3000.00  -1000.00 -258.00 -3000.00  0.00 -417.00 -3000.00  1000.00 -195.00 -3000.00  2000.00 -177.00 -3000.00  3000.00 -135.00 -3000.00  4000.00 -207.00 -3000.00  5000.00 -198.00 -3000.00  6000.00 -342.00 -3000.00  7000.00 -276.00 -3000.00  8000.00 -249.00 -3000.00  9000.00 -150.00 -3000.00  10000.00 -150.00 -3000.00  11000.00 0.00 -3000.00  12000.00 -138.00 -3000.00  13000.00 -198.00 -3000.00  14000.00 -465.00 -3000.00  15000.00 -324.00 -3000.00  16000.00 -354.00 -3000.00  17000.00 -171.00 -3000.00  18000.00 -267.00 -3000.00  19000.00 -255.00 -3000.00  20000.00 -168.00 -3000.00  21000.00 -228.00 -3000.00  22000.00 -207.00 -3000.00  23000.00 -339.00 -3000.00  24000.00 -201.00 -3000.00  25000.00 -231.00 -3000.00  
